text,label
i  was  right  glee  has  ruined  dont  stop  believin ,1
i  dream  of  a  better  tomorrow  where  chickens  can  cross  the  road  and  not  be  questioned  about  their  motives ,1
what  …  the  carthaginians  are  attacking  god  i  knew  theyd  do  that  what  …  they  are  attacking  over  the  alps  damn  i  knew  theyd  do  that  what  …  theyre  coming  on  elephants  …  whered  they  get  the  elephants  there  arent  any  elephants  in  europe ,1
is  so  fucking  rock  so  goddamn  rock  so  motherfucking  rock ,1
i  fucking  hate  propname ,1
wheres  my  fucking  submarine ,1
if  you  stick  with  a  rubiks  cube  long  enough  all  the  sides  end  up  red ,1
if  an  infinite  number  of  rednecks  riding  in  an  infinite  number  of  pickup  trucks  fire  an  infinite  number  of  shotgun  rounds  at  an  infinite  number  of  highway  signs  they  will  eventually  produce  all  the  worlds  great  literary  works  in  braille ,1
propname  skips  like  a  gay  raptor ,1
i  feel  i  must  concede  defeat  on  this  matter  propname  is  definately  not  short  honest ,1
some  people  are  like  slinkies  they  dont  really  have  a  purpose  but  they  still  bring  a  smile  to  your  face  when  you  push  them  down  the  stairs ,1
has  just  now  watched  the  first  ever  tom    jerry  cartoon  from  before  they  were  actually  called  tom  and  jerry  how  very  awesome  was  propname ,1
my  husbands  dead  my  sons  a  leper  watch  me  tapdance ,1
xd  penguin  is  one  of  few  english  words  with  welsh  origins  it  means  white  head ,1
i  quite  like  my  name  at  the  moment ,1
ambition  is  a  poor  excuse  for  not  having  enough  sense  to  be  lazy ,1
the  silent  killers  are  rocket  dinosaurs  in  space ,1
you  are  what  you  eat  i  prefer  cheese    crackers ,1
absolut  zero  the  freezing  temperature  of  vodka ,1
“what  beavers  are  real  i  thought  they  were  mythical  creatures” ,1
has  just  watched  the  shawshank  redemption  and  is  about  to  watch  pulp  fiction  excellent  night ,1
my  haves  teh  vimtoooo ,1
propname  is  psychic  the  scurvy  curve ,1
first  proper  hangover  today  good  start  to  2010 ,1
cows    the  natural  predators  of  the  dyslexics ,1
theres  no  one  like  you  i  cant  wait  for  the  nights  with  you  i  imagine  the  things  well  do  i  just  wanna  be  loved  by  you   ,1
schoools  out  for  winter ,1
damn  you  jam ,1
the  toughest  decision  of  my  life  download  or  sonisphere ,1
propname  is  a  sexy  marshmallow  beast ,1
parents  evening    bomb  scare    mucho  chaos ,1
is  afraid  of  getting  raped  in  the  woods  by  a  bear  in  a  clown  suit ,1
woop  booze  haul ,1
meet  propname  my  imaginary  donkey ,1
i  dont  know  how  they  did  it  but  tom  and  jerry  have  just  managed  to  make  drowning  kittens  in  a  sack  funny ,1
welcome  to  your  new  simplified  home  page  how  the  fuck  is  it  simplified  theyve  just  piled  all  the  shit  possible  onto  to  page ,1
ah  propname  big  giant  robot  camels ,1
wait  people  weren’t  the  first  mammals  pauses  oh  no  of  course  the  dinosaurs  were  here  before  us ,1
“what’s  roflmao  is  it  ‘rolling  around  with  my  fist  in  my  arse’” ,1
is  watching  propname  xy  instead  of  doing  the  mass  of  computing  i  have  to  do  for  tomorrow ,1
giraffe ,1
whats  normal  whats  home  what  are  cows ,1
man  thong ,1
fuck  yeah  wales  have  won  and  i  quite  enjoy  the  irony  of  celebrating  with  scotch ,1
has  shiny  greenyblue  hair  fuck  yeah ,1
chocolate  fish ,1
of  all  my  80000000  ancestors  one  of  them  must  be  winnie  the  pooh ,1
my  mouse  is  suicidal ,1
excellent  all  of  the  new  a7x  albums  drums  will  be  the  propnames  handiwork ,1
mulan  fuck  yeah  lol ,1
nyc  on  818 ,0
my  skull  is  way  too  sexy  with  his  rabbit  ears  his  name  is  propname  and  was  named  after  propname  on  greys  anatomy ,0
is  very  happy  with  her  very  first  scrubs  d ,0
cooking         ,0
only  has  678  in  her  bank  account  should  i  sell  my  skull ,0
insomnia  help  me  vodka ,0
everything  isnt  always  perfect ,0
today  was  a  failure  impression  was  bad  exit  quiz  was  bad  everyone  hand  me  over  your  vodka ,0
i  wish  we  dont  have  our  damn  necks ,0
is  affraid  of  not  getting  married  before  she  turns  35 ,0
is  up  all  night  for  no  reason ,0
dear  chicago  what  should  i  do  when  i  miss  you  so  much   ,0
pulling  sequential  allnighters    having  2am  mcdonalds    no  time  for  skin  care  makeups    cant  stop  coughing    a  sad  fat  female  zombielike  human  being  named  soo ,0
got  crazy  studying  for  the  midterm ,0
had  gummy  worms  for  snack  and  thought  of  arteries  and  veins  oh  my  freaking  god ,0
someone  get  me  a  ticket  to  chicago  please  and  ill  love  you  forever  and  ever  and  ever ,0
is  coughing  like  an  old  lady  a  day  before  her  death ,0
is  a  happy  human  being  d ,0
is  living  life  fully ,0
first  snow  in  the  city  and  i  was  out  in  the  snow  alone ,0
is  att  really  that  bad  in  ny  sprint  vs  att  if  not  getting  verizon   ,0
is  sick  again   ,0
i  feel  like  the  only  reason  im  here  is  to  develop  my  test  taking  skills ,0
insomnia  help  tips  anyone ,0
thanksgiving  in  2  days  but  im  more  excited  about  christmas  already        damn  it ,0
time  to  explore  some  fancy  restaurants  in  the  city  yumyum    my  moms   ,0
1  down  17  more  to  go  then  we  finally  get  to  sleep  more  than  4  hours  a  day ,0
is  in  love  with  venieros  pastry  3  3  muah  muah ,0
partay  for  few  hours ,0
o  m  g ,0
got  old  within  last  few  days  and  will  probably  get  deteriorated  by  the  end  of  final  exams ,0
someone  motivate  me  to  study  plz ,0
1st  semester  as  a  d1  is  officially  done ,0
will  work  out  at  least  3  times  a  week   ,0
is  d   ,0
i  need  to  grow  up ,0
i  3  my  life ,0
i  love  anatomy  very  much ,0
dear  weekly  quiz  r  u  f  kidding  me ,0
err510 ,0
butterflies  in  my  stomach   ,0
chicago  for  spring  break  in  early  march  should  i ,0
i  dont  feel  like  studying  this  semester  at  all ,0
for  the  united  fans  reading  dont  worry  be  happy  9293  lwdw  champions  9596  lwww  champions  9697  wddd  champions  9899  ddww  champions  0001  wddw  champions  0203  wddw  champions  0708  ddlw  champions  0809  dwld  champions  0910  wl… ,0
just  read  the  mark  hughes  interview  in  the  mirror  unbelieveable  ego  to  have  after  6  games  puts  mourinho  in  the  shade ,0
got  a  job  working  on  the  seasfrontlove  it ,0
the  road  of  excess  leads  to  the  palace  of  wisdom ,0
tip  for  todaynever  talk  to  a  potential  employer  when  drunk ,0
tony  gubba  does  my  nut  in ,0
got  sick  of  the  crap  £5  haircuts  so  upgraded  to  the  £22  haircut  todaystill  crap ,0
owen  gets  the  number  seven  you  just  have  to  love  the  balls  on  ferguson ,0
no  time  table  on  life  always  follow  your  heart ,0
any  cougars  in  ross ,0
any  propname  jokes ,0
barcelona  bueno  aires  rio  de  janerio  san  diegocant  make  up  my  mind ,0
propname  to  miss  play  offgood  start  to  the  day   ,0
really  looking  forward  to  sunday ,0
being  robbed  of  3  points  is  one  thing  but  a  world  cup  the  late  seed  a  deflection  and  propname  doing  a  cameofuck  me  its  too  much ,0
classic  reality  check  from  keane ,0
well  holy  shit  i  think  we  could  make  the  world  cup  yet ,0
just  watched  the  propname  press  conference3  years  in  england  and  hes  still  using  a  translatorexplains  a  lotdont  need  brains  to  have  talent ,0
money  is  a  disease ,0
down  to  10  men  and  were  still  kicking  arse ,0
wants  to  learn  how  to  make  french  macaroons ,0
is  turning  into  a  hermit ,0
is  back  in  the  left  coast ,0
gets  to  play  asian  nanny  today ,0
jai  ne  sais  pas ,0
needs  sleepin  baltimore ,0
is  in  love  with  the  lincoln  memorial3 ,0
is  looking  at  old  travel  picturesuh  oh ,0
is  reevaluatingagain ,0
is  cooking  chicken  adobo  tonight ,0
wants  to  join  the  circus  or  pack  parachutes ,0
anyone  want  to  sublease  my  pretty  north  beach  studio  so  i  can  spend  the  rest  of  my  life  traveling ,0
has  bangs ,0
s  landlord  brought  someone  to  do  work  on  my  apartment  and  he  totally  recognized  my  place  from  tvlol  i  guess  thats  more  of  my  15  minutes3 ,0
might  have  to  trade  in  bastille  day  celebrations  for  a  nice  quiet  night  in  my  apartmentif  anyone  wants  to  hang  tonight  let  me  know ,0
would  rather  have  too  many  dreams  and  reach  half  of  them  then  not  enough  dreams  to  reach  for ,0
wonders  if  its  a  better  idea  to  stay  home  and  not  celebrate  hemingways  birthday  with  free  absinthe  drinks  since  i  think  im  getting  sick   ,0
has  the  camino  de  santiago  on  my  mind  againthe  effects  of  receiving  emails  from  my  spaniard  friends ,0
is  a  sucker  for  academics ,0
is  sad  the  wood  furniture  making  class  is  fullsmall  business  voice  and  either  beginning  principles  of  fashion  design  or  beginning  theatre ,0
stupid  tmobile  commercial  being  filmed  in  sf  todaytotally  reminding  me  how  much  i  miss  jumping  out  of  planes ,0
wants  to  take  a  trip  through  tunisia  egypt  greece  turkey  lebanon  israel  jordan  bhutan  kazakhstan  xinjiang  china  mongolia  and  end  up  in  shanghai  to  see  old  friends  and  maybe  throw  in  hainan  for  some  beachy  funok  magic  travel  fairy  do  your  t ,0
il  est  difficle  de  vaincre  ses  passions  et  impossible  de  les  satisfaire ,0
is  becoming  sentimental  as  i  work  on  the  notes  for  my  novelif  youre  friends  with    you  must  either  be  gorgeous  or  brilliant  and  from  our  conversation  i  must  say  its  both ,0
really  wants  to  take  french  and  arabic  but  then  i  really  wont  have  any  free  time  in  the  fall ,0
propname  of  all  trades  master  of  none  though  oft  times  better  than  master  of  one ,0
starting  to  feel  like  my  old  self  again ,0
3s  uniteds  frequent  flyer  miles  salei  have  enough  miles  to  fly  anywhere  except  australiahmm  where  to  go ,0
runs  like  a  girl  but  she  runs  fast  thanks  jo  p ,0
i  think  im  addicted  to  buying  chinese  stockstime  to  look  for  domestic  investments  again ,0
kind  of  likes  getting  up  early  and  getting  more  done  in  my  morning  than  i  would  otherwise ,0
turns  out  i  actually  am  allergic  to  my  work ,0
wonders  what  can  go  wrong ,0
just  made  vegan  cayenne  cupcakes  filled  with  salted  caramel  sauce  and  drizzled  with  lavender  icingfrom  scratch ,0
wants  to  watch  propname    propname  minus  the  propname  portionwhat  a  way  to  satisfy  both  the  francophile  and  foodie  in  me ,0
is  excited  for  the  newest  movie  adaptation  of  brave  new  world  3  propname ,0
à  coeur  vaillant  rien  dimpossible ,0
is  drunk  thnak  god  for  summer  fridays  at  work ,0
wishes  i  had  a  professional  kitchen  to  play  in ,0
wishes  someone  else  would  take  my  next  profile  picture  i  feel  theyre  all  looking  the  same  now ,0
you  do  not  merely  want  to  be  considered  just  the  best  of  the  best  you  want  to  be  considered  the  only  ones  who  do  what  you  do ,0
wonders  how  people  can  be  so  retardedeither  that  or  im  just  feeling  bitchy  today ,0
adores  my  watercolor  pencils  3 ,0
wishes  i  was  in  spain  this  would  totally  be  siesta  time ,0
had  the  yummiest  dinner  at  the  house  3 ,0
cant  keep  having  sundays  like  yesterday ,0
cant  wait  to  try  commis ,0
went  on  a  5  hour  trek  from  my  apartment  in  north  beach  along  the  water  front  over  the  golden  gate  bridge  to  marin  and  back  againneedless  to  say  im  resting  tonight ,0
loves  how  life  is  fun  but  oh  so  drama  free  d ,0
spent  all  weekend  looking  for  flats  but  ended  up  buying  three  pairs  of  hot  looking  heelsi  really  really  tried  this  time   ,0
wonders  why  spain  keeps  calling  to  me ,0
needs  a  new  hobby ,0
loving  my  lunch  from  carte415 ,0
has  nightmares  about  badly  made  cupcakes ,0
whats  with  backhanded  complimentstwice  in  one  day  i  was  called  a  diamond  in  the  rough ,0
is  flattered ,0
taking  this  from  my  brothers  status  if  a  con  is  the  opposite  of  pro  does  that  make  congress  the  opposite  of  progress ,0
has  travel  on  my  mind ,0
always  loves  seeing  propname  that  girl  is  getting  feisty   ,0
had  a  dream  last  night  that  i  was  opening  up  a  shop  and  booking  a  last  minute  trip  to  shanghai ,0
just  booked  tickets  to  new  york  october  29th  thru  nov  3rd  who  wants  to  join  me  for  halloween  in  nyc ,0
wants  to  make  dairy  free  treats  for  all  my  lactose  intolerant  friends   ,0
has  been  accepted  into  the  cupcake  contest  for  my  bombay  elvis  cupcakeoh  its  on ,0
what  fun  i  ran  into  an  old  college  friend  at  my  fashion  design  class ,0
misses  being  naivenow  im  jaded  and  waiting  for  something  to  excite  me ,0
cant  wait  to  watch  coco  before  chanel ,0
needs  a  change ,0
over  todayshould  have  gone  to  pastry  school  after  deciding  law  school  wasnt  for  me ,0
wo  ying  gai  zai  xue  zhong  wen ,0
cant  sleep  feeling  creative ,0
propname  race  for  the  cure ,0
just  wants  to  bake  yummy  treats  write  learn  languages  travel  organize  philanthropical  events  and  debate  philosophy  over  bottles  of  winethat  is  my  ideal  life ,0
is  tempted  to  skip  my  voice  class  today  go  home  and  make  myself  some  udon  or  soon  tofu  stew ,0
wonders  how  i  keep  getting  convinced  to  make  cupcakesmaking  mini  vegan  version  of  my  bombay  elvis  cupcakes  and  trying  out  a  mini  red  velvet  and  cream  cheese  with  cabernet  some  how  mixed  inill  figure  it  out ,0
no  matter  how  long  ive  been  out  of  high  school  ill  always  fall  victim  to  the  mission  curse ,0
had  the  most  surreal  day  saturday ,0
just  realized  the  longer  im  made  to  wait  the  less  i  want  it ,0
is  wondering  what  is  up  with  all  these  migraines  all  of  a  sudden   ,0
made  my  bombay  elvis  cupcakeschocolate  curry  and  banana  cupcakes  with  peanut  butter  frosting  and  chocolate  bacon  cupcakes ,0
is  having  yummy  food  tomorrow  instead  of  voice  classill  probably  pay  for  this  once  midterm  recitals  come  around ,0
is  making  things  happen ,0
is  trying  to  figure  out  what  song  to  sing  for  my  final ,0
used  to  darken  my  freckles  with  brown  eyeliner  when  i  was  in  high  school ,0
is  so  fickle ,0
is  thinking  a  trip  to  shanghai  is  long  over  duelil  shanghai  is  all  growns  up  since  i  left  it ,0
131  miles  its  on ,0
absolutely  adores  life  d ,0
sometimes  dreams  do  come  true  fingers  crossed ,0
swim  then  saunathats  what  i  call  cross  training ,0
thinks  everyone  should  have  goalsjust  dont  judge  me  for  mine   ,0
bleed  through  my  running  shoe ,0
ran  did  hill  work  yoga  juiced  made  an  egg  white  and  spinach  omelette  and  payed  my  billslove  getting  so  much  done  before  work   ,0
3s  all  the  lovely  positive  people  in  my  life ,0
running  in  the  rain  then  making  my  red  wine  and  cheese  pairing  cupcake  and  working  on  a  business  outline ,0
wonders  whats  causing  my  recent  insomnia ,0
misses  my  girl  crushshes  just  coolness  personified ,0
just  needs  to  keep  reminding  myself  its  only  for  one  more  monthi  so  need  a  relaxing  run  tonight ,0
is  tempted  to  just  disappear  into  the  mountains  of  tibet  for  a  while ,0
gets  super  happy  every  time  i  hear  my  favorite  christmas  song  d ,0
what  a  day ,0
is  trying  to  figure  out  my  next  travel  planswhere  with  who  how  long  when  etc ,0
is  hoping  someone  has  a  red  dress  i  can  borrow  for  wednesday ,0
in  baltimore  until  thursday ,0
is  just  that  good ,0
is  creeped  outthe  owner  of  a  new  restaurant  by  my  office  offered  me  lunch  and  then  followed  me  into  walgreens  while  i  was  running  errands ,0
is  going  to  miss  my  coworkersdrinks  tomorrow  530  at  5a5  then  karaoke  tbd ,0
is  excited  to  have  convinced  just  about  everyone  in  the  office  to  go  to  happy  hour  tonight ,0
wonders  why  my  coworkers  always  want  to  drink  on  my  running  days ,0
s  tuesday  suckedbut  wednesday  is  another  day ,0
s  coworkers  make  me  laugh  soooooo  much  3  d ,0
3s  my  friends ,0
wonders  why  boys  never  talk  to  me ,0
is  switching  back  to  my  510  phone  number  and  dropping  the  415  send  me  a  note  if  you  dont  have  the  number ,0
gets  to  play  asian  nanny  today ,0
is  looking  forward  to  the  weekend ,0
must  stop  looking  at  maps ,0
kids  running  the  office  and  santa  singing  songsoh  it  must  be  close  to  christmas ,0
cant  sleep  clowns  will  eat  me  points  to  anyone  who  knows  the  reference ,0
merry  christmas  my  loves ,0
delam  barat  tang  shode ,0
is  finishing  up  my  last  day  at  workim  going  to  miss  my  lil  sf  aol  family ,0
tell  me  and  ill  forget  show  me  and  i  may  remember  involve  me  and  i  will  understand    confucius ,0
has  started  2010  very  asianhong  kong  hair  salon  milk  tea  and  pop  corn  chickenlove ,0
lunch  star  holiday  party  upenn  holiday  party  churchkey  holiday  partyoh  thursday  you  will  kill  me ,0
is  excited  for  an  old  fashion  cocktail  party  tonight  time  to  pull  out  my  old  fave  vodka  gimlets  throw  on  some  pearls  and  channel  propname  to  go  with  the  short  hair ,0
needs  a  massage  and  sleep ,0
is  home  but  cant  relax  yeti  swear  im  more  busy  now  than  when  i  was  working ,0
running  photo  shoot  playing  asian  nanny ,0
believe  in  yourself  and  life  and  consequently  life  will  believe  in  you ,0
you  only  live  once ,0
this  whole  not  really  traveling  in  january  was  the  worst  idea  ever ,0
opened  up  a  bottle  of  cava  because  i  wanted  a  mimosa  with  my  dinnernow  i  just  realized  i  kind  of  have  to  finish  the  bottle  myselfuh  oh ,0
is  traumatized ,0
can  only  take  so  much  shopping  drinking  going  out  to  dinners  hanging  outplaying  with  babies  and  flying  to  random  citieshurry  up  half  marathon  as  soon  as  youre  over  i  get  to  do  some  real  travel ,0
had  everything  go  wrong  for  dinner  tonight  but  ended  up  exactly  where  i  needed  to  be  for  yet  another  job  prospect  even  though  i  wasnt  looking  for  one ,0
live  as  if  you  will  die  tomorrow  learn  as  if  you  will  live  forever ,0
died  a  little  bit  inside  turning  down  an  overland  trip  from  istanbul  to  cairo   ,0
is  a  lady  of  leisure ,0
la  critique  est  aisée  mais  lart  est  difficile ,0
just  turned  down  a  series  of  paid  ads  for  944  and  a  motocross  ad  all  because  i  wont  be  around  for  februarylol  but  what  a  nice  ego  boost ,0
running  and  ramenwhat  an  awesome  tuesday  night ,0
is  super  stoked  to  be  that  much  closer  to  getting  to  volunteer  at  one  of  my  fave  nonprofits  in  sf ,0
yay  family  daybut  its  not  even  my  family ,0
come  out  to  support  haiti  tonight  either  at  the  starlight  room  or  the  independent ,0
rain  tea  and  jazzsounds  like  a  perfect  night  for  writing   ,0
is  enjoying  funemployment  to  the  fullest ,0
should  really  sleep ,0
is  wondering  if  i  have  enough  room  in  my  passport  for  this  tripdo  i  have  enough  time  to  get  pages  added ,0
ok  i  can  either  spend  a  day  in  dc  217  or  stay  overnight  in  la  216thoughts ,0
cant  wait  to  see  what  lectures  come  out  of  ted2010   ,0
dear  lifeyou  rocklove  propname  dear  propnamestop  spending  melove  your  bank  account ,0
go  to  urbandictionarycom  and  look  up  your  first  name  using  their  search  engine  copy  this  in  your  status  and  what  urban  dictionary  says  about  your  name  in  the  first  comment ,0
got  past  the  biggest  hurdlethe  trip  is  on ,0
loves  all  my  friends  they  care  if  my  drunk  ass  gets  home  3 ,0
wonders  if  we  only  surround  ourselves  with  good  people  does  that  mean  we  lose  the  opportunity  to  understand  the  negative ,0
is  getting  nervous  for  my  first  half  marathon  tomorrow ,0
alright  doppleganger  i  used  to  get  the  most  random  onesbut  i  think  propname  was  the  only  one  that  made  some  sense ,0
3s  my  purple  tights  and  movie  night   ,0
is  having  an  off  daycest  la  vietomorrow  is  another  day   ,0
really ,0
dear  sunday  you  rocked  love  propname   ,0
earned  another  freckle  or  two  from  running  the  propname  marathon  today ,0
questce  quil  y  a   ,0
just  booked  the  rest  of  my  flights  hellllooooo  adventure ,0
  if  youre  going  to  get  sick  do  it  nowyou  have  exactly  one  week  to  recover ,0
is  starting  to  wonder  if  i  enjoy  life  too  much3  my  friends ,0
is  propname ,0
has  been  watching  a  ton  of  disney  movies  instead  of  getting  anything  doneon  that  note  aladdin  is  still  my  favorite  in  terms  of  songs  and  i  3  how  all  the  female  characters  are  so  headstrong ,0
packing  packing  packingtrying  to  fit  everything  for  a  month  long  trip  into  a  tiny  carryoncan  i  do  it ,0
today  relaxation  by  the  bay  tomorrow  a  trip  to  jordan  for  petra  and  the  dead  sea ,0
playing  catch  up  but  failing  miserablyhow  come  im  always  busier  when  im  not  working ,0
sometimes  i  cant  believe  this  is  my  life  tomorrow  im  exploring  my  neighborhood  north  beach  anyone  want  to  join  me  for  breakfast  at  mamas  at  washington  square  park ,0
  can  you  see  my  eyes  are  shining  bright  cause  im  out  here  on  the  other  side  of  a  jet  black  hotel  mirror   ,1
  propnames  swing  dancing  equals  epic  xd ,1
is  back ,1
really  wants  a  kitten  and  i  shall  name  her  propname ,1
is  sitting  outside  in  pennsylvania ,1
  the  kittens  have  officially  been  named  propname  and  propname ,1
is  going  back  to  tennessee ,1
is  back  from  impact ,1
is  obsessed  with  maple  story  again  p ,1
has  to  rewrite  a  part  of  her  story  because  she  thinks  she  accidentally  deleted  it   ,1
is  sad ,1
is  drawing  propname  propname ,1
is  going  to  pennsylvania  tomorrow ,1
got  a  hair  cut ,1
wants  sims  3  xd ,1
rearranged  her  room  drastically  its  so  different  now  d ,1
is  boredd ,1
  goin  to  college ,1
  first  mission  decode    paramore ,1
is  doin  german  homework ,1
  chemistryy  is  soo  hardd ,1
is  going  to  the  pool  later ,1
is  writing  a  psychology  essay ,1
  ew  chemistry ,1
is  done  with  art  and  has  nothing  special  going  on  anymore   ,1
is  better  i  guess  and  finishing  up  the  last  psychology  essays ,1
wants  to  cut  her  hair  again ,1
is  still  finishing  homework  on  to  algebra  ii ,1
is  going  to  art  class ,1
is  writing    50  page  mark   ,1
wants  a  keyboard ,1
is  in  german  classs ,1
is  sick  and  also  bored  someone  talk  to  meee ,1
starts  psychology  tomorrow ,1
  haha  propname  is  awesome  xd ,1
can  play  decode  on  the  piano  d ,1
  aerobics  to  family  force  5  epic ,1
  goin  shopping  tomorrow  with  mah  friends  d ,1
is  writing  essays ,1
feels  rather  sickly   ,1
  hahaha  no  school ,1
hates  writers  block ,1
is  rearranging  her  room  d  much  fun ,1
  mystery  retreat ,1
  blasting  screamo  and  theres  no  one  to  give  me  a  hard  time  about  it  d ,1
is  going  to  the  hope  game  night ,1
is  very  bored ,1
has  to  take  psats   ,1
got  charcoals  for  christmas  d ,1
made  cookies  for  soldiers  d ,1
is  sitting  in  my  bed  with  all  four  cats  yes  i  am  just  that  awesome ,1
  73  pages15000  words  of  continuous  narrative  almost  ready  for  another  editing  phase  propname        propname        now  were  getting  into  the  complicated  stuff        fun ,1
is  17  in  nine  days  i  missed  yesterdays  count  down ,1
is  already  packed  xd ,1
  german  riddles  fun  fun  p ,1
  merry  christmas  d ,1
  christmas  in  one  day  seventeen  in  six  days ,1
is  seventeen  in  three  days ,1
has  so  much  to  do ,1
is  seventeen  p ,1
is  17  in  twelve  days ,1
has  two  kittens  the  girl  is  propname  and  i  need  help  with  the  boy  its  between  propname  propname  propname  and  propname  vote ,1
beat  her  sister  in  an  arm  wrestle  d ,1
is  sad  thinking  about  how  her  kitties  are  at  home  on  her  bed  alone  xd  poor  kitties ,1
drew  a  bluebird  and  is  now  drawing  a  seagull ,1
is  in  pennsylvania  p ,1
  to  the  masquerade ,1
listening  to  muse    d ,1
cut  her  hair  again  short  again ,1
  grr  school  sucks ,1
played  much  dd  muahaha ,1
  cdc  latest  report  autism  effects  1  in  110  children  born  each  day  1  in  70  boys  put  this  in  your  status  for  1  hour  if  you  know  someone  with  autism  let  our  childrens  voices  be  heard  heres  to  2010  increasing  awareness  research  and  proactively  finding  answers ,1
  what  actress  do  i  look  like  o ,1
  i  can  no  longer  tell  the  days  from  the  nights  the  moon  glows  an  eerie  red  and  i  could  swear  it  was  covered  in  blood  what  have  you  all  done  what  have  you  all  become  a  people  more  concerned  with  the  temporary  pleasures  of  this  world  rather  than  your  salvation  i  am  now  convinced  that  this  is  the  end  as  i  raise  my  head  towards  the  heavens  to  take  one  last  look  at  the  moon  the  stars  begin  to  fall ,1
sexy  new  laptop  yay ,1
is  chillin ,1
many  of  us  spend  our  whole  lives  running  from  feeling  with  the  mistaken  belief  that  you  cannot  bear  the  pain  but  you  have  already  borne  the  pain  what  you  have  not  done  is  feel  all  you  are  beyond  the  pain  propname ,1
thank  god  that  woman  finally  left  the  friggin  house ,1
at  nyu  and  playing  sporkel  yup  college  is  gonna  be  fun  d ,1
prom  is  in    hours  and  still  not  ready  aahhh ,1
i  know  its  kinda  late  but  i  gotz  a  new  phone  so  i  needz  yo  numbers  can  i  have  your  number  can  i  have  iiiittt  lol ,1
graduation  d ,1
wants  to  play  some  more  tennis ,1
is  on  the  prowl ,1
anyone  wanna  watch  ice  age  3  with  me  tomorrow ,1
stupid  harry  potter  movie  kept  me  up  till  130  in  the  morning  and  did  not  help  the  fact  i  had  to  wake  up  at  630am  but  it  was  good  so  i  guess  it  was  worth  it   ,1
is  in  the  city  hanging  out  in  a  sweet  lounge  watching  people  pass  below  fighting  the  temptation  to  become  one  of  the  crowd ,1
prom  madness ,1
is  hooked  on  bones   ,1
orientation  creeps  closer  and  closer  like  a  birthday  cake  on  wheels ,1
gonna  be  in  the  city  about  a  week  to  work  at  new  life  church  in  elmhurst  for  the  little  kiddies    yay ,1
is  having  things  finalized ,1
is  in  weinstein  holla  xd ,1
to  the  city  for  the  weekend  d ,1
gabriel  iglesias  xd ,1
done  with  workfor  now ,1
is  stuck ,1
lollipop ,1
head  cold  and  its  raining  not  helping  sniffle ,1
awesome  party  and  yes  it  exceeded  my  expectations  d ,1
2  weeks  left ,1
still  dont  have  my  list  of  textbooks  stupid  bellmore  mail  takes  forever  to  get  here  xo ,1
oh  the  craziness  of  prom ,1
waffles ,1
propname  awesomest  show  ive  ever  seen ,1
is  officially  settled  in  weinstein  hall  rm  428  purple  monkeys ,1
tired  eyes  are  burning  but  my  soul  keeps  yearning  for  more  than  just  a  whispered  good  night ,1
had  a  5  hour  nap  and  is  now  procrastinating  in  writing  her  essay  thats  due  tomorrow  xd  whatever  i  gotz  myself  some  smexy  posterz ,1
boogabooogaboggaaa ,1
finally  has  the  internet  working  after  3  days  without  it    withdrawal  was  harsh  lol ,1
like  in  high  school  im  doing  ma  hw  in  the  early  mornin  and  im  doing  it  while  procrastinating  on  fb  lol ,1
messed  up  an  assignment  for  one  class  already  in  the  early  college  season  fml  stupid  hw   ,1
i  like  fire  3 ,1
just  keep  the  ball  rolling ,1
just  finished  rewatching  v  for  vendetta  and  it  rocked  my  sox ,1
casino  night  was  awesome  i  won  a  snuggie  lmao ,1
going  to  the  premier  of  harry  potter  with  me  awesome  cousins  in  the  city  yay  sry  daniel ,1
beach  ball  tonight  xd ,1
has  a  paper  due  at  5  pm  yet  here  i  am  on  fb  typical ,1
had  a  great  night  out  with  friends  ate  awesome  food  and  watched  stand  up  comedians  on  youtube  funand  now  im  tired  gnight  everybody ,1
justs  wants  to  sleep  but  have  to  study  and  write  2  very  large  paragraphs  yawns ,1
loling  at  new  moon  spoofs  xd ,1
still  writing  that  essay ,1
stupid  camera  giving  me  hell  agh ,1
went  apple  picking  during  hte  weekend  with  family  but  now  i  must  return  to  reality  and  work  my  ass  off  on  columbus  day  yay ,1
trying  to  do  math  hw  but  is  distracted  with  other  things  like  the  shiny  button  on  my  sweater  shiny  i  like  shiny ,1
having  fun  in  the  am  i  also  have  a  midterm  on  physics  in  the  next  7  hours  good  night  peoples  and  wish  me  luck ,1
fire  drillll ,1
nyu  portaits  voices  of  a  people  was  amazing  xd ,1
goin  out  tonight  xd ,1
never  going  home  during  the  weekday  ever  again  waking  up  at  630am  is  a  memory  id  rather  keep  in  the  past  thank  you  yawn ,1
raining  sucks  stupid  wetness ,1
5  page  essay  ready  set  go ,1
stupid  laptop  making  whir  sounds  maybe  hitting  will  make  it  better  laptop  dies  damn ,1
gotz  new  shoes  hooray  o ,1
there  has  to  be  a  better  way  to  solve  this  else  i  die  of  fustration  and  disintegrate  in  my  own  rage ,1
trecked  through  the  wetness  only  to  discover  that  class  was  canceled ,1
paper  or  plastic ,1
moop ,1
had  it  all  set  up  for  the  weekend  now  its  all  ruined  hopefully  a  trip  to  the  met  visit  to  a  spa  and  quality  time  in  li  will  smooth  out  the  wrinkles  in  this  disatrous  turn  of  events  meh ,1
freeedddoommm  well  that  is  for  now ,1
finished  one  essay  another  fourpaged  essay  to  go  but  first  a  3  hour  nap  3 ,1
